post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material,attribute:pa_metal,attribute_data:pa_metal,attribute_default:pa_metal,attribute:pa_metal-purity,attribute_data:pa_metal-purity,attribute_default:pa_metal-purity,attribute:pa_shape,attribute_data:pa_shape,attribute_default:pa_shape,attribute:pa_style,attribute_data:pa_style,attribute_default:pa_style
"Enamel Diamond Earrings in 14k Rose Gold",enamel-diamond-earrings-in-14k-rose-gold,,28747,,,draft,,146,"2022-06-10 17:08:32",2,closed,E35542KP14V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E35542KP14V01001_221043_a.jpg ! alt :  ! title : E35542KP14V01001_221043_a ! desc :  ! caption : ",,https://eji.com.hk/?post_type=product&p=28747,simple,,"Catalogue > Collections > Bonbon|Catalogue > Collections|Catalogue > Earrings|Earrings",Bonbon,,Diamond,0|1|0,,,,,,,,,,,,,
"Enamel diamond earrings in 14k rose gold",,,28748,,,draft,,147,"2022-06-10 17:08:32",2,closed,E35543KP14V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E35543KP14V01001A_221043.jpg ! alt :  ! title : E35543KP14V01001A_221043 ! desc :  ! caption : ",,https://eji.com.hk/?post_type=product&p=28748,simple,,"Catalogue > Collections|Catalogue > Earrings|Earrings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Triangle bar diamond necklace in two-tone 18k gold",triangle-bar-diamond-necklace-in-two-tone-18k-gold,,28749,,,publish,,399,"2022-06-10 17:08:32",2,closed,N28383GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/N28383GC18DD001C_221208.jpg ! alt :  ! title : N28383GC18DD001C_221208 ! desc :  ! caption : ",,https://eji.com.hk/product/triangle-bar-diamond-necklace-in-two-tone-18k-gold/,simple,,"Catalogue > Collections > Aztectic|Catalogue > Collections|Catalogue > Necklaces|Necklaces & Pendants",,,,,,,,,,,,Diamond,0|1|0,,,,
"Heart bar diamond necklace in two-tone 18k gold",heart-bar-diamond-necklace-in-two-tone-18k-gold,,28750,,,publish,,218,"2022-06-10 17:08:34",2,closed,N28384GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/N28384GC18DD001C_221208.jpg ! alt :  ! title : N28384GC18DD001C_221208 ! desc :  ! caption : ",,https://eji.com.hk/product/heart-bar-diamond-necklace-in-two-tone-18k-gold/,simple,,"Catalogue > Collections > Aztectic|Catalogue > Collections|Catalogue > Necklaces|Necklaces & Pendants",,,Diamond,1|1|0,,,,,,,,,,,,,
"Circle chain diamond necklace in two-tone 18k gold",circle-chain-diamond-necklace-in-two-tone-18k-gold,,28751,,,publish,,54,"2022-06-10 17:08:35",2,closed,P28361GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28361GC18DD001D_220354.jpg ! alt :  ! title : P28361GC18DD001D_220354 ! desc :  ! caption : ",,https://eji.com.hk/product/circle-chain-diamond-necklace-in-two-tone-18k-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > La roue|Catalogue > Necklaces|Necklaces & Pendants","La roue",,,,,,,,,,,Diamond,0|1|0,,,,
"Open circle diamond necklace in 18k white gold",open-circle-diamond-necklace-in-18k-white-gold-2,,28752,,,publish,,288,"2022-06-10 17:08:35",2,closed,P28368GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28368GC18DD001A_220708_a.jpg ! alt :  ! title : P28368GC18DD001A_220708_a ! desc :  ! caption : ",,https://eji.com.hk/product/open-circle-diamond-necklace-in-18k-white-gold-2/,simple,,"Catalogue > Collections|Catalogue > Necklaces|Catalogue > Collections > Polygon|Necklaces & Pendants",Polygon,,,,,,,,,,,Diamond,0|1|0,,,,
"Baguette diamond necklace in two-tone 18k gold",baguette-diamond-necklace-in-two-tone-18k-gold,,28753,,,publish,,29,"2022-06-10 17:08:35",2,closed,P28369GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28369GC18DD001C_22070.jpg ! alt :  ! title : P28369GC18DD001C_22070 ! desc :  ! caption : ",,https://eji.com.hk/product/baguette-diamond-necklace-in-two-tone-18k-gold/,simple,,"Catalogue > Collections|Catalogue > Necklaces|Catalogue > Collections > Polygon|Necklaces & Pendants",Polygon,,,,,,,,,,,Diamond,0|1|0,,,,
"Baugette diamond necklace in two-tone 18k gold",baugette-diamond-necklace-in-two-tone-18k-gold,,28754,,,publish,,34,"2022-06-10 17:08:35",2,closed,P28372GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28372GC18DD001_220708_A.jpg ! alt :  ! title : P28372GC18DD001_220708_A ! desc :  ! caption : ",,https://eji.com.hk/product/baugette-diamond-necklace-in-two-tone-18k-gold/,simple,,"Catalogue > Collections|Catalogue > Necklaces|Catalogue > Collections > Polygon|Necklaces & Pendants",Polygon,,,,,,,,,,,Diamond,0|1|0,,,,
"Circle chain diamond necklace in 18k rose gold",circle-chain-diamond-pendant-necklace-in-two-tone-18k-gold,,28755,,,publish,,53,"2022-06-10 17:08:36",2,closed,P28362KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28362KP18DD001Da.jpg ! alt :  ! title : P28362KP18DD001Da ! desc :  ! caption : ",,https://eji.com.hk/product/circle-chain-diamond-pendant-necklace-in-two-tone-18k-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > La roue|Catalogue > Necklaces|Necklaces & Pendants","La roue",,Diamond,1|1|0,,,,,,,,Round,0|1|0,,,,
"Cresecent diamond necklace in 18k yellow gold",cresecent-diamond-necklace-in-18k-yellow-gold,,28756,,,publish,,71,"2022-06-10 17:08:36",2,closed,PA28378KY18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/PA28378KY18DD001.jpg ! alt :  ! title : PA28378KY18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/cresecent-diamond-necklace-in-18k-yellow-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > Moonlight|Catalogue > Necklaces|Necklaces & Pendants",Moonlight,,,,,,,,,,,Diamond,0|1|0,,,,
"Multi-colour Sapphire Diamond Ring in 18K rose gold",multi-colour-sapphire-diamond-ring-in-18k-rose-gold,,28757,,,publish,,272,"2022-06-10 17:08:36",2,closed,R28373KP18V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28373KP18V01001a.jpg ! alt :  ! title : R28373KP18V01001a ! desc :  ! caption : ",,https://eji.com.hk/product/multi-colour-sapphire-diamond-ring-in-18k-rose-gold/,simple,,"Catalogue > Collections|Rings > Gemstones Rings|Catalogue > Collections > Moonlight|Catalogue > Rings",Moonlight,,Diamond,0|1|0,,,,,,,,Round,0|1|0,,Circle|Geometric,0|1|0,
"Halo Diamond Ring in 14k white gold",halo-diamond-ring-in-14k-white-gold-2,,28758,,,publish,,363,"2022-06-10 17:08:37",2,closed,R35525KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R33525KW14DD001a.jpg ! alt :  ! title : R33525KW14DD001a ! desc :  ! caption : ",,https://eji.com.hk/product/halo-diamond-ring-in-14k-white-gold-2/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Necklace in 18k White Gold",diamond-necklace-in-18k-white-gold-5,,28759,,,publish,,103,"2022-06-10 17:08:37",2,closed,P28390GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28390GW18DD001_221128.jpg ! alt :  ! title : P28390GW18DD001_221128 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-5/,simple,,"Catalogue > Collections|Catalogue > Necklaces|Necklaces & Pendants",,,,,,,,,,,,Diamond,0|1|0,,,,
"Open Circle Diamond Necklace in 18K White Gold",open-circle-diamond-necklace-in-18k-white-gold,,28760,,,publish,,289,"2022-06-10 17:08:38",2,closed,P28376GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28376GW18DD001.jpg ! alt :  ! title : P28376GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/open-circle-diamond-necklace-in-18k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > Moonlight|Catalogue > Necklaces|Necklaces & Pendants",Moonlight,,,0|1|0,,,,,,,,Diamond,0|1|0,,Round,0|1|0,
"Open Circle Diamond Necklace in 18K Rose Gold",open-circle-diamond-necklace-in-18k-rose-gold,,28761,,,publish,,286,"2022-06-10 17:08:39",2,closed,P28377KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28377KP18DD001D_221207_a-1.jpg ! alt :  ! title : P28377KP18DD001D_221207_a ! desc :  ! caption : ",,https://eji.com.hk/product/open-circle-diamond-necklace-in-18k-rose-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > Moonlight|Catalogue > Necklaces|Necklaces & Pendants",Moonlight,,,,,,,,,,,Diamond,0|1|0,,,,
"Diamond Necklace in Two-tone 18k Gold",diamond-necklace-in-two-tone-18k-gold-2,,28762,,,publish,,111,"2022-06-10 17:08:40",2,closed,P28387GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28387GC18DD001C_221128_a-1.jpg ! alt :  ! title : P28387GC18DD001C_221128_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-two-tone-18k-gold-2/,simple,,"Catalogue > Collections|Catalogue > Necklaces|Catalogue > Collections > Starlight|Necklaces & Pendants",Starlight,,,,,,,,,,,Diamond,0|1|0,,,,
"Diamond Necklace in 18k White Gold",diamond-necklace-in-18k-white-gold-4,,28763,,,publish,,104,"2022-06-10 17:08:40",2,closed,P28389GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28389GW18DD001C_221128_a.jpg ! alt :  ! title : P28389GW18DD001C_221128_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-4/,simple,,"Catalogue > Collections|Catalogue > Necklaces|Catalogue > Collections > Starlight|Necklaces & Pendants",Starlight,,Diamond,0|1|0,,,,,,,,Round,0|1|0,,,,
"Diamond Tennis Bracelet in 14k White Gold",diamond-tennis-bracelet-in-14k-white-gold,,28773,,,publish,,127,"2022-06-15 12:18:06",2,closed,B25938KW14DD044,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/B25938KW14DD044_a_SD.jpg ! alt :  ! title : B25938KW14DD044_a_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-tennis-bracelet-in-14k-white-gold/,simple,,"Catalogue > Bracelets|Catalogue",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Tennis Bracelet in 14k White Gold",diamond-tennis-bracelet-in-14k-white-gold-2,,28774,,,draft,,128,"2022-06-15 12:18:07",2,closed,B25939KW14DD053,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=28774,simple,,"Bracelets & Bangles",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Bracelet in 18k rose gold",diamond-bracelet-in-18k-rose-gold,,28775,,,publish,,92,"2022-06-15 12:18:07",2,closed,B28311KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/B28311KP18DD001B_SD.jpg ! alt :  ! title : B28311KP18DD001B_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-bracelet-in-18k-rose-gold/,simple,,"Catalogue > Bracelets|Catalogue",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Bracelet in 18k Yellow Gold",diamond-bracelet-in-18k-yellow-gold,,28776,,,publish,,93,"2022-06-15 12:18:08",2,closed,B34694KY18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/B34694KY18DD001a_SD.jpg ! alt :  ! title : B34694KY18DD001a_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-bracelet-in-18k-yellow-gold/,simple,,"Catalogue > Bracelets|Catalogue",,,Diamond,0|1|0,,,,,,,,,,,,,
"Open Circle Sapphire Diamond Stud Earrings in 18k Rose Gold",open-circle-sapphire-diamond-stud-earrings-in-18k-rose-gold,,28777,,,publish,,295,"2022-06-15 12:18:08",2,closed,E28265KP18SP001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28265KP18SP001_SD.jpg ! alt :  ! title : E28265KP18SP001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/open-circle-sapphire-diamond-stud-earrings-in-18k-rose-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > Dottie|Catalogue > Earrings|Earrings > Gemstone Earrings|Earrings > Stud Earrings|Earrings",Dottie,,Diamond,0|1|0,,,,,,,,,,,,,
"Chain diamond earrings in 18k yellow gold",,,28778,,,draft,,48,"2022-06-15 12:18:08",2,closed,E28309KY18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28309KY18DD001A_SD_a.jpg ! alt :  ! title : E28309KY18DD001A_SD_a ! desc :  ! caption : ",,https://eji.com.hk/?post_type=product&p=28778,simple,,"Catalogue|Catalogue > Earrings|Earrings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Huggie Earrings in 18k Rose Gold",diamond-huggie-earrings-in-18k-rose-gold,,28779,,,publish,,98,"2022-06-15 12:18:08",2,closed,E28363KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28363KP18DD001_SD_2.jpg ! alt :  ! title : E28363KP18DD001_SD_2 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-huggie-earrings-in-18k-rose-gold/,simple,,"Catalogue|Catalogue > Earrings|Earrings > Hoop Earrings|Earrings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Eternity CZ Huggie Earrings in Silver",eternity-cz-huggie-earrings-in-silver,,28780,,,draft,,160,"2022-06-15 12:18:09",2,closed,E34283SVRCZ001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E34283SVRCZ001_SD.jpg ! alt :  ! title : E34283SVRCZ001_SD ! desc :  ! caption : ",,https://eji.com.hk/?post_type=product&p=28780,simple,,"Catalogue > Earrings|Earrings > Hoop Earrings|Earrings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Huggie Earrings in 18k White Gold",diamond-huggie-earrings-in-18k-white-gold-2,,28781,,,publish,,99,"2022-06-15 12:18:09",2,closed,E34714,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E34714SVRCZ001.jpg ! alt :  ! title : E34714SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-huggie-earrings-in-18k-white-gold-2/,simple,,"Catalogue|Catalogue > Earrings|Earrings > Hoop Earrings|Earrings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Huggie Earrings in 18k White Gold",diamond-huggie-earrings-in-18k-white-gold,,28782,,,publish,,100,"2022-06-15 12:18:09",2,closed,E34715,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E34715SVRCZ001.jpg ! alt :  ! title : E34715SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-huggie-earrings-in-18k-white-gold/,simple,,"Catalogue|Catalogue > Earrings|Earrings > Hoop Earrings|Earrings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Stud Earrings in 18k White Gold",diamond-stud-earrings-in-18k-white-gold-2,,28783,,,publish,,125,"2022-06-15 12:18:11",2,closed,E34949GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E34949GW18DD001_SD.jpg ! alt :  ! title : E34949GW18DD001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-stud-earrings-in-18k-white-gold-2/,simple,,"Catalogue > Earrings|Earrings > Stud Earrings|Earrings",,,Diamond,0|1|0,,,,,,,,,,,,,
"large shadow necklace",,,28785,,,draft,,236,"2022-06-15 12:18:12",2,closed,N28137GW18AB001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=28785,simple,,"Catalogue > Necklaces|Necklaces & Pendants",,,Diamond,0|1|0,,,,,,,,,,,,,
"large swan necklace",,,28786,,,draft,,237,"2022-06-15 12:18:12",2,closed,N28175GW18PA001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=28786,simple,,"Catalogue > Necklaces|Necklaces & Pendants",,,Diamond,0|1|0,,,,,,,,,,,,,
"Curb Chain Diamond necklace in 18k yellow gold",curb-chain-diamond-necklace-in-18k-yellow-gold,,28787,,,publish,,73,"2022-06-15 12:18:13",2,closed,N28309KY18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/N28309KY18DD001A_export.jpg ! alt :  ! title : N28309KY18DD001A_export ! desc :  ! caption : ",,https://eji.com.hk/product/curb-chain-diamond-necklace-in-18k-yellow-gold/,simple,,"Catalogue|Catalogue > Necklaces|Necklaces & Pendants",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Bar Necklace in 18k White Gold",diamond-bar-necklace-in-18k-white-gold,,28788,,,publish,,89,"2022-06-15 12:18:13",2,closed,N34689GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/N34689GW18DD001_SD.jpg ! alt :  ! title : N34689GW18DD001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-bar-necklace-in-18k-white-gold/,simple,,"Catalogue|Catalogue > Necklaces|Necklaces & Pendants",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Bar Necklace in 18k Rose Gold",diamond-bar-necklace-in-18k-rose-gold,,28789,,,publish,,88,"2022-06-15 12:18:13",2,closed,N34690KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/N34690KP18DD001_SD.jpg ! alt :  ! title : N34690KP18DD001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-bar-necklace-in-18k-rose-gold/,simple,,"Catalogue|Catalogue > Necklaces|Necklaces & Pendants",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Bar Necklace in 18k Yellow Gold",diamond-bar-necklace-in-18k-yellow-gold,,28790,,,publish,,91,"2022-06-15 12:18:14",2,closed,N34691KY18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/N34691KY18DD001_SD-1.jpg ! alt :  ! title : N34691KY18DD001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-bar-necklace-in-18k-yellow-gold/,simple,,"Catalogue|Catalogue > Necklaces|Necklaces & Pendants",,,Diamond,0|1|0,,,,,,,,,,,,,
"PF_Diamond necklace in 18k yellow gold",,,28791,,,draft,,313,"2022-06-15 12:18:14",2,closed,N34701KY18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=28791,simple,,"Catalogue > Necklaces|Necklaces & Pendants",,,Diamond,0|1|0,,,,,,,,,,,,,
"Circle Maze Diamond Necklace in 18k Rose Gold",circle-maze-diamond-necklace-in-18k-rose-gold,,28792,,,publish,,61,"2022-06-15 12:18:15",2,closed,P28363KP18DD0001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28363KP18DD0001E_SD_a.jpg ! alt :  ! title : P28363KP18DD0001E_SD_a ! desc :  ! caption : ",,https://eji.com.hk/product/circle-maze-diamond-necklace-in-18k-rose-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > Dottie|Catalogue > Necklaces|Necklaces & Pendants",Dottie,,Diamond,0|1|0,,,,,,,,,,,,,
"Open Circle Diamond Necklace in 18K Rose Gold",open-circle-pink-diamond-necklace-in-18k-rose-gold,,28794,,,publish,,287,"2022-06-15 12:18:15",2,closed,P28364KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28364KP18DD001F_SD_a.jpg ! alt :  ! title : P28364KP18DD001F_SD_a ! desc :  ! caption : ",,https://eji.com.hk/product/open-circle-pink-diamond-necklace-in-18k-rose-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > Dottie|Catalogue > Necklaces|Necklaces & Pendants",Dottie,,Diamond,0|1|0,,,,,,,,,,,,,
"Princess Cut Diamond necklace in 18k white gold",princess-cut-diamond-necklace-in-18k-white-gold,,28795,,,publish,,317,"2022-06-15 12:18:16",2,closed,P34948GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P34948GW18DD001-SD_a.jpg ! alt :  ! title : P34948GW18DD001-SD_a ! desc :  ! caption : ",,https://eji.com.hk/product/princess-cut-diamond-necklace-in-18k-white-gold/,simple,,"Catalogue|Catalogue > Necklaces|Necklaces & Pendants",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Necklace in 18k White Gold",diamond-necklace-in-18k-white-gold-7,,28796,,,publish,,108,"2022-06-15 12:18:16",2,closed,P34950,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P34950SVRCZ001_SD_a.jpg ! alt :  ! title : P34950SVRCZ001_SD_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-7/,simple,,"Catalogue|Catalogue > Necklaces|Necklaces & Pendants",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Bar Necklace in 18k White Gold",diamond-bar-necklace-in-18k-white-gold-2,,28797,,,publish,,90,"2022-06-15 12:18:17",2,closed,P34953,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P34953SVRCZ001_SD_a.jpg ! alt :  ! title : P34953SVRCZ001_SD_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-bar-necklace-in-18k-white-gold-2/,simple,,"Catalogue|Catalogue > Necklaces|Necklaces & Pendants",,,CZ,0|1|0,,,,,,,,,,,,,
"Diamond Necklace in 18k White Gold",diamond-necklace-in-18k-white-gold-6,,28798,,,publish,,109,"2022-06-15 12:18:17",2,closed,P34955,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P34955SVRCZ001A_SD_a.jpg ! alt :  ! title : P34955SVRCZ001A_SD_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-6/,simple,,"Catalogue|Catalogue > Necklaces|Necklaces & Pendants",,,Diamond,0|1|0,,,,,,,,,,,,,
"Eternity Diamond Ring in 18k White Gold",eternity-diamond-ring-in-18k-white-gold-2,,28801,,,publish,,161,"2022-06-15 12:18:19",2,closed,R34712,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R34712SVRCZ001_SD_a.jpg ! alt :  ! title : R34712SVRCZ001_SD_a ! desc :  ! caption : ",,https://eji.com.hk/product/eternity-diamond-ring-in-18k-white-gold-2/,simple,,"Catalogue|Catalogue > Rings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Eternity Diamond Ring in 18k White Gold",eternity-diamond-ring-in-18k-white-gold,,28802,,,publish,,162,"2022-06-15 12:18:19",2,closed,R34713SVRCZ001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R34713SVRCZ001.jpg ! alt :  ! title : R34713SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/eternity-diamond-ring-in-18k-white-gold/,simple,,"Catalogue|Catalogue > Rings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Half Eternity Princess Cut Diamond ring in 18k white gold",half-eternity-princess-cut-diamond-ring-in-18k-white-gold,,28803,,,publish,,211,"2022-06-15 12:18:19",2,closed,R34947GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R34947GW18DD001.jpg ! alt :  ! title : R34947GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-princess-cut-diamond-ring-in-18k-white-gold/,simple,,"Catalogue|Catalogue > Rings",,,Diamond,0|1|0,,,,,,,,,,,,,
